,ordinaldate,blue,green,red,nir,swir1,swir2,therm,tcb,tcg,tcw,fmask
409,733605,454,656,749,1926,2592,1533,3286,3052,721,-1945,0
410,733613,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,255
411,733621,547,743,828,2222,2903,1790,2960,3478,846,-2211,0
412,733629,404,596,686,2023,2527,1478,3266,3005,858,-1882,0
413,733637,511,723,784,1980,2511,1514,2710,3112,726,-1842,0
414,733645,411,615,760,1979,2633,1483,3266,3064,781,-1938,0
415,733653,474,706,807,1983,2632,1527,2540,3153,724,-1929,0
416,733661,500,681,845,2007,2672,1523,3123,3194,727,-1941,0
417,733669,485,736,949,2053,2826,1590,2667,3361,693,-2035,0
418,733677,613,757,991,2024,2757,1557,2637,3373,628,-1952,0
419,733685,517,697,834,1899,2320,1267,1044,2966,677,-1566,0
420,733741,1369,1637,2030,3164,1586,1033,-158,4634,783,-89,4
421,733749,1323,1688,1946,2911,1984,1332,-1400,4648,577,-609,0
422,733821,715,741,969,1352,1298,909,279,2383,187,-702,0
423,733837,1559,1557,1603,1937,1394,900,-890,3609,26,-259,4
424,733845,1006,1186,1290,1713,1810,1365,448,3278,105,-1060,0
425,733869,807,885,913,1290,857,534,581,2170,173,-170,3
426,733877,616,713,740,958,966,784,700,1866,27,-556,4
427,733885,549,705,882,1339,1568,1170,1601,2424,216,-1087,0
428,733893,532,752,856,1429,1758,1265,1236,2559,279,-1256,0
429,733901,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,255
430,733941,16000,16000,16000,16000,16000,6065,-403,32767,-2138,-2768,4
431,733949,338,480,483,1651,1469,901,2637,2152,783,-970,0
432,733957,320,510,547,1753,1840,1190,2583,2438,787,-1354,0
433,733965,370,492,558,1867,2125,1278,3075,2622,855,-1578,0
434,733973,325,525,558,1819,2156,1328,3246,2620,809,-1634,0
435,733981,393,547,591,1973,2169,1303,3075,2748,903,-1580,0
436,733989,371,586,610,1880,2241,1323,3286,2744,812,-1647,0
437,733997,395,521,619,1901,2250,1306,3218,2738,837,-1648,0
438,734005,1356,1673,1735,2979,3521,2426,1518,5307,574,-2377,4
439,734013,-9999,-9999,-9999,-9999,-9999,-9999,2335,-9999,-9999,-9999,255
440,734021,487,758,1009,2033,3272,2040,3001,3637,577,-2594,0
441,734029,532,787,1057,2120,3121,1842,3171,3641,637,-2331,0
442,734037,509,803,1038,1967,3140,2015,2411,3591,500,-2483,0
443,734045,541,805,1122,2016,3036,1801,3123,3591,523,-2245,0
444,734053,1081,1205,1402,2294,2892,1816,800,4140,429,-1917,0
445,734061,687,919,1256,2226,3158,1849,1921,3912,568,-2247,0
446,734077,495,607,776,1389,1598,1113,699,2338,347,-1117,0
447,734157,748,753,799,722,180,46,-94,1389,-112,414,1
448,734165,278,295,278,267,81,46,-75,522,-41,124,1
449,734205,160,145,176,170,18,-7,401,292,-8,114,1
450,734245,1360,1463,1468,1739,1660,1498,-183,3563,-99,-911,4
451,734261,159,150,144,217,15,55,1518,316,35,79,1
452,734269,652,627,596,849,640,513,340,1530,64,-251,0
453,734277,124,142,83,214,61,89,1702,293,65,4,1
454,734301,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,255
455,734309,118,170,135,542,238,87,2238,575,295,-29,0
456,734325,180,302,269,932,380,225,2282,1017,480,-64,0
457,734333,202,164,141,447,201,129,1762,537,198,-45,4
458,734341,192,321,255,1226,551,195,2150,1235,718,-105,0
459,734349,204,321,255,1481,621,299,2284,1430,904,-166,0
460,734357,313,467,369,1666,785,379,2018,1752,933,-222,0
461,734365,172,343,270,1679,852,453,2078,1663,1032,-370,0
462,734373,216,413,351,1763,1086,553,2106,1890,1021,-533,0
463,734381,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,255
464,734389,349,506,459,1860,1466,743,2411,2234,976,-833,0
465,734397,410,532,566,2134,1754,914,1437,2604,1100,-1039,0
466,734405,3279,3506,3539,4301,4085,3535,-917,8652,-136,-2190,4
467,734429,280,472,610,1833,1735,894,1655,2393,877,-1075,0
468,734437,466,590,699,1748,1999,1169,650,2627,670,-1382,0
469,734453,442,599,730,1900,1826,1072,241,2654,791,-1165,0
470,734477,479,693,1010,2048,1879,1071,-31,2956,744,-1064,0
471,734493,756,995,1242,2395,1612,1005,-752,3367,804,-633,0
472,734509,1061,1420,1877,3074,2098,1596,-222,4636,803,-900,0
473,734557,761,912,992,1404,1364,935,218,2533,168,-709,0
474,734637,16000,16000,16000,6398,2021,1842,-3663,23494,-9148,7450,4
475,734653,310,430,489,1671,1434,846,2130,2117,819,-918,0
476,734669,382,533,548,1960,1524,850,1869,2402,985,-884,0
477,734685,371,526,512,2135,1602,810,2335,2492,1151,-891,0
478,734717,275,496,546,2158,2036,1113,2833,2698,1130,-1366,0
479,734733,427,530,633,1936,1699,889,2182,2507,912,-1004,0
480,734749,450,634,835,2018,2347,1311,2686,3014,789,-1603,0
481,734765,510,709,936,2019,2490,1374,2686,3173,705,-1690,0
482,734781,472,681,980,2070,2540,1304,1709,3207,746,-1664,0
483,734797,1465,1809,2314,3538,3937,2907,94,6268,615,-2635,4
484,734813,460,692,1027,1930,2296,1293,1159,3076,613,-1503,0
485,734829,1130,1270,1715,2465,2109,1493,-484,4128,436,-1042,4
