,ordinaldate,blue,green,red,nir,swir1,swir2,therm,tcb,tcg,tcw,fmask
418,733677,685,855,959,2383,2843,1866,2785,3716,852,-2117,0
419,733685,607,788,908,2129,2905,1772,1378,3496,716,-2184,0
420,733741,6239,6707,6885,6847,510,342,-484,12037,-478,4470,3
421,733749,6189,6642,6705,6807,962,803,-1844,12126,-466,3802,3
422,733821,3562,3518,3548,3655,2678,2739,-484,7724,-586,-858,4
423,733837,1586,1528,1553,1865,1205,868,-752,3467,0,-145,4
424,733845,870,910,996,1226,976,696,499,2277,43,-330,0
425,733869,1706,1817,1729,1761,532,378,581,3324,-181,708,3
426,733877,874,1089,1072,1607,2109,1617,1236,3182,134,-1529,0
427,733885,327,344,374,880,1022,607,2130,1382,298,-699,0
428,733893,322,471,432,912,1084,677,1838,1520,258,-734,0
429,733901,441,555,623,1564,1235,800,2487,2135,626,-704,0
430,733941,424,640,593,1865,1351,814,2877,2363,862,-726,0
431,733949,354,517,515,1937,1363,769,3171,2289,1002,-744,0
432,733957,320,509,546,1820,1412,790,3083,2249,898,-806,0
433,733965,353,511,493,2086,1516,784,3171,2411,1131,-836,0
434,733973,324,593,613,2153,1841,994,3683,2694,1081,-1119,0
435,733981,441,690,666,2393,2239,1327,3266,3127,1157,-1507,0
436,733989,473,691,723,2233,2456,1500,3446,3182,972,-1773,0
437,733997,467,717,793,2363,2573,1544,3360,3352,1029,-1827,0
438,734005,655,948,1027,2715,2970,1906,2625,4026,1060,-2124,0
439,734013,541,738,835,2356,2677,1642,2487,3450,972,-1939,0
440,734021,468,720,787,2187,2829,1769,2960,3381,859,-2174,0
441,734029,-9999,-9999,-9999,-9999,-9999,-9999,2882,-9999,-9999,-9999,255
442,734037,445,761,797,2178,2686,1719,2238,3338,849,-2038,0
443,734045,-9999,-9999,-9999,-9999,-9999,-9999,2931,-9999,-9999,-9999,255
444,734053,1294,1542,1519,2683,2832,1914,137,4616,559,-1749,4
445,734061,711,933,1097,2652,3182,1963,1816,4113,962,-2295,0
446,734077,376,447,495,1305,1224,714,989,1834,530,-759,2
447,734157,1058,1085,1158,1742,1560,967,94,3020,265,-700,3
448,734165,751,949,1022,1772,2561,1434,293,3264,367,-1740,2
449,734205,515,563,655,929,747,439,758,1570,145,-262,0
450,734245,321,393,396,589,595,454,1702,1078,69,-355,0
451,734261,298,535,540,1102,1092,668,2455,1711,347,-651,0
452,734269,561,670,757,1803,1309,787,1437,2439,707,-631,0
453,734277,343,518,524,1528,1013,660,2540,1922,691,-516,0
454,734301,2450,2565,2642,3866,3812,3449,401,7240,312,-2531,4
455,734309,316,472,434,1569,1175,550,3001,1897,798,-589,0
456,734325,364,575,517,1960,1140,600,2918,2220,1030,-471,0
457,734333,441,601,505,2397,1226,683,2686,2537,1353,-491,0
458,734341,312,529,536,2160,1413,817,2918,2452,1166,-756,0
459,734349,365,574,565,2132,1502,861,2931,2519,1105,-829,0
460,734357,429,717,718,2249,1562,955,2793,2784,1067,-826,0
461,734365,423,678,707,2149,1943,1124,2931,2862,978,-1219,0
462,734373,491,788,776,2144,2004,1198,2918,2993,895,-1261,0
463,734381,532,725,787,2163,2182,1349,2686,3083,890,-1479,0
464,734389,580,785,815,2107,2145,1468,2835,3117,793,-1515,0
465,734397,660,878,932,2417,2563,1618,1974,3580,927,-1773,0
466,734405,3952,4140,4125,4838,4533,3890,-859,9907,-297,-2275,4
467,734429,485,611,757,2056,2000,1137,1709,2841,883,-1280,0
468,734437,591,749,827,1862,2006,1227,1189,2871,634,-1324,0
469,734453,1437,1596,1626,2533,1442,943,189,3980,493,-190,3
470,734477,604,782,894,1834,2506,1582,279,3147,518,-1859,0
471,734493,1455,1805,1889,2892,2419,1588,-418,4877,506,-1055,3
472,734509,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,255
473,734557,2016,2083,2220,1994,396,207,-94,3821,-321,1167,3
474,734637,16000,16000,16000,5889,1887,1704,-3468,23127,-9533,7526,4
475,734653,260,347,294,980,769,488,2686,1276,445,-460,0
476,734669,361,495,483,1602,1205,675,2436,2000,770,-658,0
477,734685,2399,2323,2282,3067,2193,1447,581,5500,207,-524,4
478,734717,433,667,664,2421,2215,1276,3360,3112,1194,-1460,0
479,734733,-9999,-9999,-9999,-9999,-9999,-9999,2487,-9999,-9999,-9999,255
480,734749,555,754,851,2313,2575,1696,3123,3424,917,-1903,0
481,734765,626,840,933,2338,2788,1791,2931,3623,852,-2056,0
482,734781,563,781,913,2266,2893,1881,2233,3587,815,-2217,0
483,734797,390,457,420,864,929,517,699,1408,241,-544,2
484,734813,491,725,880,1972,2296,1374,1547,3057,695,-1582,0
485,734829,837,953,1067,2025,1625,886,-352,3033,610,-702,0
